X,Y,Z,formation
156.58,-260.88,63.67,ground3
383.48,-59.03,53.21,ground3
445.88,23.41,13.64,ground3
125.75,-168.47,20.12,ground3
153.88,-92.30,64.71,ground3
118.62,8.79,24.76,ground3
404.70,30.63,57.55,ground3
-16.79,-22.94,50.39,ground3
15.63,-86.80,61.10,ground3
464.63,-279.28,16.59,ground3
574.45,70.30,-11.11,ground3
-62.47,-56.45,26.63,ground3
362.64,-103.55,49.31,ground3
333.98,-35.85,45.53,ground3
402.52,-41.97,57.08,ground3
495.52,-116.84,19.37,ground3
106.31,16.86,32.65,ground3
464.66,44.40,16.59,ground3
126.59,-244.88,19.56,ground3
440.55,-235.81,12.73,ground3
257.78,-8.96,43.71,ground3
-38.85,-253.45,39.59,ground3
470.03,-100.62,17.21,ground3
-33.40,-26.22,42.52,ground3
556.68,-250.23,8.41,ground3
16.06,-116.66,61.15,ground3
-8.57,-161.30,54.07,ground3
377.57,-6.51,52.01,ground3
-39.88,-40.67,39.06,ground3
560.45,7.70,5.85,ground3
302.06,-303.42,43.67,ground3
182.83,-200.04,52.24,ground3
482.86,-41.69,18.55,ground3
-30.98,-207.11,43.75,ground3
302.44,16.78,43.71,ground3
300.34,-87.97,43.66,ground3
404.70,29.67,57.54,ground3
66.90,-277.32,54.08,ground3
170.53,-9.00,56.74,ground3
557.15,69.47,8.24,ground3
348.04,-8.59,47.12,ground3
318.67,-44.69,44.38,ground3
364.83,-201.22,49.70,ground3
557.48,-266.52,7.91,ground3
-62.47,-116.46,26.63,ground3
445.64,-49.90,13.60,ground3
566.97,7.70,-0.28,ground3
66.26,-225.13,54.35,ground3
402.35,-182.20,57.05,ground3
80.32,-34.62,47.71,ground3
170.12,42.63,56.91,ground3
448.01,-234.11,14.01,ground3
388.56,-141.21,54.19,ground3
116.94,-173.70,25.84,ground3
439.36,57.53,12.55,ground3
-39.51,-161.54,39.26,ground3
375.43,-278.99,51.59,ground3
517.85,-21.86,19.30,ground3
118.59,42.23,24.78,ground3
-33.61,-270.01,42.40,ground3
158.63,-247.44,62.34,ground3
291.43,-121.05,43.53,ground3
40.02,-7.30,61.91,ground3
7.58,-101.53,59.26,ground3
130.32,-182.35,17.12,ground3
122.52,50.82,22.21,ground3
456.05,21.32,15.29,ground3
443.78,-271.07,13.21,ground3
402.35,-179.67,57.06,ground3
67.03,-173.67,54.05,ground3
560.55,-258.18,5.63,ground3
440.70,-77.27,12.76,ground3
439.36,-292.82,12.55,ground3
156.54,-268.00,63.55,ground3
396.48,-19.86,55.83,ground3
156.56,-256.04,63.61,ground3
168.67,-191.36,57.59,ground3
52.92,-268.53,59.06,ground3
568.43,-64.26,-2.60,ground3
152.19,47.43,65.76,ground3
396.46,-212.89,55.82,ground3
517.35,-211.75,19.31,ground3
443.79,30.78,13.22,ground3
304.29,-147.77,43.78,ground3
474.76,52.24,17.92,ground3
-8.69,-131.37,54.01,ground3
106.39,-17.55,32.59,ground3
522.62,52.04,18.94,ground3
504.16,-131.21,19.52,ground3
183.90,68.41,51.63,ground3
398.61,-165.29,56.28,ground3
93.59,42.66,40.39,ground3
287.72,-9.13,43.47,ground3
548.04,-40.28,12.61,ground3
486.48,-176.96,18.83,ground3
498.11,32.13,19.63,ground3
444.91,-101.42,13.45,ground3
564.18,-287.12,3.03,ground3
227.94,8.26,44.81,ground3
543.50,23.56,14.74,ground3
272.40,-268.99,43.48,ground3
346.49,60.10,46.87,ground3
400.57,5.15,56.69,ground3
514.71,-270.11,19.56,ground3
567.51,-258.08,-0.74,ground3
563.30,-76.91,2.76,ground3
106.29,34.05,32.66,ground3
574.45,-295.57,-11.11,ground3
272.30,-303.40,43.46,ground3
507.08,-159.55,19.49,ground3
21.11,-200.35,61.69,ground3
475.62,-163.94,17.86,ground3
375.43,-295.55,51.58,ground3
443.80,35.06,13.21,ground3
152.15,-281.86,65.78,ground3
-16.62,-116.35,50.60,ground3
212.74,-251.79,46.12,ground3
346.60,-278.14,46.93,ground3
170.05,59.82,56.83,ground3
119.67,-62.13,24.08,ground3
469.72,-133.01,17.18,ground3
79.25,-149.92,48.50,ground3
152.74,-54.42,65.51,ground3
361.23,35.07,49.08,ground3
-32.19,-85.98,43.14,ground3
337.06,-119.97,45.84,ground3
512.82,66.77,19.63,ground3
574.45,-121.22,-11.11,ground3
156.66,21.40,63.56,ground3
302.44,-251.82,43.71,ground3
443.35,-310.21,13.22,ground3
302.93,-17.94,43.73,ground3
537.29,-2.81,16.55,ground3
568.85,-41.07,-2.96,ground3
472.56,2.52,17.58,ground3
80.57,68.42,47.67,ground3
444.61,47.51,13.45,ground3
-17.81,-294.62,50.26,ground3
557.52,-223.46,7.67,ground3
181.20,-165.36,52.75,ground3
400.05,19.44,56.58,ground3
80.45,-303.35,47.73,ground3
9.77,-294.28,60.01,ground3
196.16,-174.04,48.72,ground3
243.22,-34.71,44.09,ground3
334.45,-147.28,45.64,ground3
331.89,-91.29,45.46,ground3
-54.94,-71.29,30.86,ground3
541.07,44.90,15.52,ground3
152.05,-240.41,65.80,ground3
-54.77,-161.50,30.95,ground3
93.56,59.83,40.42,ground3
400.57,1.55,56.69,ground3
544.35,69.33,14.72,ground3
395.74,-173.74,55.67,ground3
481.41,-85.83,18.46,ground3
334.78,-73.38,45.66,ground3
443.27,-199.31,13.11,ground3
564.11,-52.49,2.15,ground3
316.98,59.89,44.27,ground3
58.51,-132.93,57.48,ground3
452.61,-298.56,14.83,ground3
551.48,-76.95,10.97,ground3
500.66,-230.94,19.60,ground3
158.79,64.26,62.14,ground3
24.56,68.02,62.34,ground3
515.46,35.35,19.52,ground3
197.76,-225.95,48.35,ground3
106.00,-268.89,32.84,ground3
317.99,-225.93,44.34,ground3
494.53,-289.44,19.50,ground3
443.78,-266.85,13.21,ground3
568.75,-297.82,-1.93,ground3
152.12,-294.35,65.71,ground3
400.59,-239.93,56.69,ground3
93.55,-8.91,40.41,ground3
318.65,-140.18,44.35,ground3
9.44,-276.87,59.90,ground3
130.32,-181.67,17.12,ground3
157.15,-170.25,63.04,ground3
464.71,-23.11,16.55,ground3
126.42,-205.78,19.70,ground3
-38.78,55.47,39.69,ground3
557.95,-304.61,7.66,ground3
574.45,-148.06,-11.11,ground3
478.70,26.03,18.22,ground3
122.84,-51.25,22.02,ground3
156.35,-213.22,63.71,ground3
574.45,44.82,-11.11,ground3
562.73,-103.23,3.11,ground3
245.67,-86.82,44.00,ground3
15.93,-146.07,61.14,ground3
-62.69,-26.63,26.51,ground3
543.88,-89.95,14.17,ground3
361.14,-303.63,49.01,ground3
125.75,-153.83,20.14,ground3
-54.90,-131.45,30.88,ground3
466.42,30.64,16.80,ground3
530.53,57.95,18.03,ground3
174.96,-95.74,55.06,ground3
21.54,-215.96,61.72,ground3
536.79,-230.44,16.61,ground3
150.32,-131.35,66.72,ground3
447.37,-86.97,13.83,ground3
-15.23,-4.02,51.18,ground3
39.06,59.37,61.84,ground3
272.79,-17.66,43.48,ground3
562.76,-308.39,4.26,ground3
-4.22,28.98,55.75,ground3
485.38,47.52,18.89,ground3
84.87,-122.46,45.30,ground3
449.05,-157.97,14.17,ground3
287.31,42.62,43.47,ground3
398.40,-141.11,56.23,ground3
526.31,-49.58,18.26,ground3
476.27,-69.87,17.92,ground3
543.84,-143.52,14.19,ground3
400.57,-5.46,56.69,ground3
-28.97,68.98,44.88,ground3
402.51,-53.01,57.09,ground3
152.28,4.09,65.70,ground3
405.01,-131.25,57.61,ground3
382.79,-176.44,53.07,ground3
-15.85,39.37,51.09,ground3
155.53,-153.88,64.11,ground3
228.09,-8.93,44.80,ground3
80.68,16.94,47.56,ground3
567.14,55.00,-0.42,ground3
458.50,6.63,15.69,ground3
163.69,-121.78,59.92,ground3
404.68,-267.79,57.54,ground3
51.16,-198.10,59.54,ground3
212.39,-217.30,46.17,ground3
443.25,-205.26,13.13,ground3
399.10,-70.59,56.38,ground3
229.48,-60.77,44.73,ground3
560.35,-241.40,5.92,ground3
547.99,-193.19,12.62,ground3
446.23,-13.13,13.65,ground3
158.95,12.79,62.18,ground3
317.08,-277.75,44.29,ground3
521.12,-306.91,19.21,ground3
562.72,-130.18,3.12,ground3
152.30,-0.19,65.77,ground3
-39.79,-101.26,39.12,ground3
153.94,-106.56,64.86,ground3
10.46,39.89,60.18,ground3
447.14,-143.88,13.78,ground3
400.57,11.91,56.69,ground3
569.28,-213.38,-3.32,ground3
52.62,-16.54,59.02,ground3
126.42,-216.04,19.69,ground3
130.32,-183.33,17.12,ground3
318.29,-62.59,44.35,ground3
493.64,-29.71,19.34,ground3
205.60,-113.28,47.05,ground3
37.64,-224.78,61.96,ground3
444.93,-108.00,13.42,ground3
446.21,-6.72,13.67,ground3
198.16,-294.80,48.14,ground3
126.10,-191.83,19.87,ground3
440.71,-70.05,12.74,ground3
574.45,30.15,-11.11,ground3
557.49,31.21,7.93,ground3
574.45,-307.33,-11.11,ground3
402.35,-200.45,57.05,ground3
555.03,60.95,9.35,ground3
475.29,-222.56,17.90,ground3
319.43,-173.58,44.42,ground3
52.72,-251.13,59.14,ground3
161.66,-88.87,60.81,ground3
494.37,65.85,19.57,ground3
549.29,-267.27,12.47,ground3
439.37,-289.13,12.54,ground3
156.36,-206.20,63.74,ground3
188.84,-335.13,167.77,fault1
188.82,-352.55,167.71,fault1
243.11,-29.30,308.41,fault1
277.58,-26.30,397.75,fault1
146.20,-54.73,57.27,fault1
127.24,-84.43,8.15,fault1
295.82,37.42,445.01,fault1
197.74,-65.32,190.84,fault1
215.43,-221.80,236.68,fault1
189.06,-230.35,168.35,fault1
204.98,-274.44,209.59,fault1
139.08,-328.45,38.83,fault1
283.75,-114.92,413.72,fault1
174.45,-163.55,130.48,fault1
168.44,-69.43,114.91,fault1
129.46,-338.32,13.90,fault1
177.84,-148.18,139.27,fault1
286.93,-69.86,421.96,fault1
312.21,-363.38,487.49,fault1
149.34,-250.78,65.41,fault1
209.85,-62.64,222.21,fault1
149.07,-159.89,64.70,fault1
167.18,-334.23,111.65,fault1
259.21,15.19,350.13,fault1
215.71,-274.47,237.41,fault1
278.00,-268.15,398.84,fault1
258.55,-114.52,348.42,fault1
197.03,-149.06,189.00,fault1
264.90,-11.71,364.87,fault1
311.87,-39.26,486.61,fault1
286.12,75.99,419.86,fault1
204.94,67.78,209.50,fault1
158.69,-27.41,89.64,fault1
302.55,-84.55,462.45,fault1
193.54,-204.29,179.96,fault1
172.62,-361.14,125.74,fault1
177.88,-115.44,139.38,fault1
287.10,-281.92,422.41,fault1
268.22,-69.10,373.47,fault1
204.83,-120.74,209.21,fault1
247.91,-273.77,320.85,fault1
264.74,-114.59,364.46,fault1
305.69,-129.63,470.59,fault1
165.43,-26.34,107.11,fault1
296.32,-144.81,446.30,fault1
137.03,21.55,33.51,fault1
187.86,-166.67,165.23,fault1
232.02,-10.99,279.68,fault1
231.93,-352.65,279.43,fault1
293.26,-189.98,438.38,fault1
286.08,-334.09,419.75,fault1
198.93,-10.36,193.91,fault1
183.42,-361.25,153.72,fault1
127.30,-24.25,8.29,fault1
130.35,-159.62,16.19,fault1
215.74,67.71,237.47,fault1
221.12,-300.58,251.43,fault1
226.04,-203.40,264.18,fault1
134.86,-340.21,27.88,fault1
204.91,50.48,209.41,fault1
164.37,-268.50,104.36,fault1
215.71,50.38,237.41,fault1
248.66,-38.05,322.80,fault1
291.36,102.11,433.44,fault1
149.87,20.89,66.79,fault1
231.92,-335.30,279.40,fault1
278.25,-205.06,399.46,fault1
188.54,-7.97,167.00,fault1
307.44,81.21,475.12,fault1
145.04,75.49,54.25,fault1
253.26,-282.33,334.72,fault1
177.84,24.68,139.26,fault1
139.10,69.51,38.87,fault1
286.89,-129.99,421.87,fault1
194.13,50.64,181.48,fault1
257.85,-81.81,346.61,fault1
134.83,81.36,27.81,fault1
224.84,-147.38,261.05,fault1
258.99,67.53,349.57,fault1
315.26,66.01,495.38,fault1
214.27,-105.42,233.67,fault1
312.18,104.27,487.40,fault1
210.35,-283.19,223.52,fault1
214.27,-166.74,233.68,fault1
194.27,-256.71,181.84,fault1
210.19,-78.56,223.09,fault1
276.03,-10.47,393.71,fault1
242.73,93.66,307.43,fault1
210.37,-352.65,223.56,fault1
248.00,-162.65,321.07,fault1
149.17,-129.84,64.98,fault1
150.11,-9.49,67.39,fault1
302.28,-24.16,461.75,fault1
167.94,-250.92,113.60,fault1
231.86,-283.06,279.25,fault1
226.54,102.33,265.47,fault1
268.87,-194.89,375.16,fault1
237.29,-326.57,293.34,fault1
302.08,6.35,461.22,fault1
183.36,67.79,153.57,fault1
169.01,-39.04,116.39,fault1
232.05,-28.70,279.75,fault1
194.25,-309.06,181.80,fault1
158.57,-145.35,89.32,fault1
147.10,6.29,59.59,fault1
255.00,-200.34,339.23,fault1
237.67,-38.17,294.31,fault1
302.58,-204.96,462.52,fault1
126.52,-353.24,6.28,fault1
242.81,24.11,307.63,fault1
230.19,-138.42,274.92,fault1
184.25,-217.80,155.87,fault1
178.49,-282.20,140.95,fault1
210.37,-300.58,223.56,fault1
286.90,-99.76,421.89,fault1
161.81,-361.04,97.72,fault1
221.01,-248.14,251.13,fault1
231.73,-230.24,278.93,fault1
135.51,-355.14,29.57,fault1
240.52,-138.99,301.70,fault1
275.10,-190.95,391.30,fault1
220.99,-28.01,251.09,fault1
265.02,-181.78,365.19,fault1
306.79,96.14,473.43,fault1
155.34,-281.75,80.95,fault1
215.41,-53.71,236.62,fault1
127.33,5.91,8.37,fault1
243.36,-193.95,309.06,fault1
203.01,-152.09,204.50,fault1
140.46,38.03,42.40,fault1
130.40,-69.42,16.33,fault1
191.10,-55.84,173.63,fault1
136.70,-250.28,32.64,fault1
312.87,-338.47,489.18,fault1
293.17,-99.72,438.13,fault1
231.94,93.66,279.46,fault1
311.73,21.31,486.22,fault1
167.38,-297.89,112.16,fault1
305.59,-280.87,470.32,fault1
258.45,-254.72,348.17,fault1
163.87,-204.90,103.07,fault1
246.17,-144.52,316.34,fault1
274.17,-281.46,388.91,fault1
194.14,-132.72,181.50,fault1
178.53,-223.91,141.06,fault1
136.75,-280.72,32.79,fault1
242.78,41.56,307.55,fault1
264.81,-83.62,364.63,fault1
226.54,-361.33,265.47,fault1
149.01,-189.93,64.55,fault1
127.24,-234.81,8.14,fault1
146.46,37.33,57.94,fault1
305.34,-8.93,469.68,fault1
156.29,93.34,83.41,fault1
145.56,93.95,55.62,fault1
296.30,-84.64,446.24,fault1
149.24,-99.72,65.15,fault1
305.68,-220.02,470.56,fault1
130.25,-310.33,15.95,fault1
302.53,-235.31,462.39,fault1
221.14,76.35,251.48,fault1
183.34,50.59,153.52,fault1
296.05,-24.61,445.60,fault1
297.27,-334.33,448.75,fault1
252.90,-229.99,333.79,fault1
130.12,-363.27,15.60,fault1
204.40,-204.31,208.08,fault1
283.79,-84.78,413.83,fault1
277.69,-176.38,398.02,fault1
215.47,-87.41,236.77,fault1
167.15,93.56,111.57,fault1
283.78,-145.30,413.79,fault1
275.14,-334.21,391.40,fault1
292.29,-9.30,435.85,fault1
127.23,-144.56,8.10,fault1
183.62,-255.02,154.25,fault1
156.31,-352.02,83.48,fault1
130.09,104.38,15.51,fault1
283.79,-55.21,413.82,fault1
286.83,-251.26,421.71,fault1
149.36,-40.11,65.47,fault1
253.72,-10.66,335.91,fault1
236.39,-167.32,290.99,fault1
188.77,76.46,167.59,fault1
280.50,-361.03,405.29,fault1
315.06,-234.84,494.87,fault1
204.98,-361.32,209.59,fault1
127.35,36.19,8.42,fault1
199.56,76.46,195.54,fault1
291.73,-307.92,434.40,fault1
253.16,-246.48,334.46,fault1
296.16,-296.24,445.89,fault1
291.96,-324.54,435.01,fault1
281.60,15.01,408.14,fault1
293.23,-159.92,438.29,fault1
168.16,-100.00,114.19,fault1
268.70,-254.43,374.73,fault1
178.34,-299.98,140.55,fault1
140.28,-361.87,41.92,fault1
199.44,-230.74,195.24,fault1
197.75,-117.31,190.86,fault1
221.10,-283.15,251.37,fault1
293.17,-129.82,438.14,fault1
215.76,-361.33,237.53,fault1
221.04,-10.58,251.20,fault1
220.96,-62.67,251.00,fault1
285.99,-352.01,419.54,fault1
185.19,-64.05,158.32,fault1
255.57,-130.47,340.69,fault1
237.27,-309.17,293.28,fault1
136.70,-69.49,32.65,fault1
178.07,-334.85,139.85,fault1
302.02,102.87,461.08,fault1
221.10,24.29,251.38,fault1
257.98,-183.71,346.94,fault1
194.23,-326.50,181.75,fault1
146.00,-144.80,56.75,fault1
149.10,-220.23,64.78,fault1
253.48,-352.54,335.29,fault1
198.35,-194.88,192.41,fault1
231.99,-64.28,279.59,fault1
161.79,102.26,97.67,fault1
275.15,93.55,391.45,fault1
177.27,-181.93,137.78,fault1
137.00,-9.02,33.42,fault1
237.32,-361.32,293.40,fault1
286.02,93.38,419.61,fault1
184.34,-115.04,156.12,fault1
264.28,-352.38,363.28,fault1
177.98,93.65,139.63,fault1
199.58,-248.32,195.60,fault1
249.90,-129.96,326.00,fault1
166.81,23.78,110.68,fault1
274.47,-219.14,389.69,fault1
263.97,-299.94,362.47,fault1
184.12,-82.55,155.55,fault1
158.49,-235.91,89.12,fault1
277.63,-55.07,397.87,fault1
293.11,-39.97,437.99,fault1
248.05,-326.45,321.22,fault1
315.06,-54.35,494.86,fault1
218.67,-136.24,245.06,fault1
165.05,-84.81,106.11,fault1
204.99,-309.23,209.63,fault1
150.96,-360.98,69.59,fault1
155.67,-69.81,81.80,fault1
130.53,-9.09,16.66,fault1
139.82,-84.56,40.74,fault1
311.94,-219.86,486.77,fault1
136.79,-39.39,32.87,fault1
237.19,-203.47,293.06,fault1
237.33,102.33,293.43,fault1
226.25,-221.42,264.72,fault1
203.86,-37.13,206.69,fault1
160.75,-0.88,94.97,fault1
302.08,-297.24,461.23,fault1
218.92,-117.05,245.71,fault1
312.84,79.32,489.10,fault1
167.65,-219.27,112.86,fault1
215.75,-309.29,237.51,fault1
172.60,102.30,125.68,fault1
311.85,-280.41,486.55,fault1
140.25,-297.11,41.85,fault1
188.73,42.07,167.48,fault1
149.31,-69.76,65.33,fault1
248.26,15.39,321.75,fault1
173.57,-255.03,128.19,fault1
242.93,-11.13,307.95,fault1
315.07,-114.49,494.89,fault1
315.78,94.24,496.72,fault1
156.17,75.90,83.11,fault1
302.51,-54.47,462.35,fault1
172.50,67.53,125.41,fault1
226.54,50.30,265.46,fault1
136.62,-219.96,32.45,fault1
210.36,93.70,223.53,fault1
199.57,93.72,195.58,fault1
215.75,102.34,237.52,fault1
274.98,-297.85,390.99,fault1
305.34,52.91,469.67,fault1
242.63,-300.34,307.16,fault1
208.07,-106.86,217.62,fault1
315.05,-264.97,494.85,fault1
145.03,-334.36,54.24,fault1
315.08,-174.63,494.91,fault1
161.73,-306.19,97.51,fault1
275.36,41.00,391.98,fault1
274.36,-161.79,389.40,fault1
204.75,15.78,208.99,fault1
237.35,67.63,293.48,fault1
231.88,-300.52,279.32,fault1
198.44,-178.29,192.64,fault1
231.61,-82.37,278.61,fault1
302.02,-361.87,461.07,fault1
225.21,-166.42,262.02,fault1
255.48,-64.54,340.46,fault1
247.84,-256.28,320.66,fault1
248.44,-203.63,322.23,fault1
231.97,24.15,279.53,fault1
236.80,-92.48,292.04,fault1
210.14,-230.77,222.96,fault1
127.26,-54.36,8.19,fault1
221.14,-335.32,251.49,fault1
219.97,-175.69,248.45,fault1
193.99,-165.78,181.13,fault1
291.97,66.27,435.04,fault1
207.20,-139.18,215.35,fault1
411.61,-115.46,48.96,fault2
300.91,14.80,199.57,fault2
411.62,-175.59,48.96,fault2
300.94,48.85,199.54,fault2
396.20,22.73,69.94,fault2
411.67,-145.57,48.89,fault2
353.34,-309.53,128.24,fault2
266.19,-275.14,246.81,fault2
293.19,-72.08,210.07,fault2
240.38,-105.79,281.93,fault2
292.98,-283.41,210.36,fault2
427.05,-130.50,27.96,fault2
303.67,-40.60,195.82,fault2
380.63,-177.01,91.11,fault2
245.30,-56.62,275.23,fault2
374.47,-193.43,99.49,fault2
342.21,-107.25,143.38,fault2
311.30,-177.75,185.44,fault2
399.08,-302.56,66.01,fault2
240.37,-39.62,281.94,fault2
418.41,-337.92,39.71,fault2
391.58,-26.76,76.21,fault2
247.63,-277.65,272.06,fault2
318.30,48.66,175.91,fault2
304.31,-166.09,194.94,fault2
266.29,-360.28,246.67,fault2
239.71,-253.19,282.84,fault2
289.38,-204.78,215.25,fault2
406.04,43.45,56.54,fault2
309.70,-334.93,187.61,fault2
326.92,-351.99,164.19,fault2
408.26,-278.23,53.52,fault2
427.02,-70.76,28.00,fault2
292.29,23.59,211.30,fault2
254.92,-27.06,262.14,fault2
260.74,-40.15,254.23,fault2
245.18,-116.01,275.40,fault2
427.04,-190.20,27.97,fault2
309.18,-11.98,188.32,fault2
410.14,3.63,50.96,fault2
237.00,51.23,286.52,fault2
427.07,-160.42,27.94,fault2
363.20,-12.24,114.83,fault2
365.64,-130.52,111.51,fault2
435.58,74.43,16.35,fault2
292.65,-300.61,210.81,fault2
426.98,-41.06,28.05,fault2
416.67,-353.64,42.08,fault2
353.83,-274.93,127.58,fault2
364.31,-68.77,113.32,fault2
275.97,-117.19,233.50,fault2
309.83,-88.80,187.43,fault2
240.40,-69.43,281.90,fault2
309.59,91.08,187.77,fault2
318.24,-360.49,176.00,fault2
240.27,-125.42,282.08,fault2
240.40,-75.79,281.90,fault2
240.12,-154.99,282.28,fault2
406.50,-130.52,55.92,fault2
411.51,-234.33,49.10,fault2
288.10,-56.90,217.00,fault2
247.39,13.32,272.38,fault2
309.60,-57.01,187.76,fault2
241.13,-291.76,280.90,fault2
390.84,-176.47,77.23,fault2
248.80,64.99,270.47,fault2
381.53,-24.61,89.88,fault2
388.71,48.46,80.12,fault2
365.00,-230.34,112.38,fault2
346.97,-229.50,136.90,fault2
437.32,-130.50,13.98,fault2
266.06,48.33,246.99,fault2
240.22,-323.09,282.15,fault2
370.14,99.55,105.38,fault2
426.64,-11.52,28.52,fault2
240.40,-80.95,281.90,fault2
316.17,-124.82,178.81,fault2
379.94,-251.96,92.06,fault2
421.89,-55.87,34.98,fault2
257.96,-300.39,258.01,fault2
292.27,74.21,211.33,fault2
352.78,-360.53,129.00,fault2
341.18,-91.07,144.78,fault2
273.06,-175.09,237.46,fault2
361.59,91.11,117.01,fault2
240.38,-110.75,281.93,fault2
292.30,-351.94,211.29,fault2
426.73,-249.15,28.39,fault2
240.40,-63.84,281.90,fault2
437.08,-310.22,14.32,fault2
274.68,23.33,235.26,fault2
371.37,-276.00,103.71,fault2
320.54,-219.15,172.87,fault2
327.89,-27.87,162.86,fault2
442.36,-264.53,7.13,fault2
329.56,-82.04,160.60,fault2
239.65,-342.21,282.92,fault2
302.47,-257.33,197.45,fault2
259.11,-189.98,256.45,fault2
405.55,-249.56,57.21,fault2
395.79,-69.92,70.48,fault2
406.36,-70.41,56.11,fault2
427.31,-314.38,27.60,fault2
390.95,-115.27,77.08,fault2
336.11,14.30,151.68,fault2
240.12,-164.28,282.28,fault2
421.90,-115.52,34.96,fault2
288.80,-26.67,216.05,fault2
442.37,3.41,7.11,fault2
274.82,-334.70,235.07,fault2
319.55,-202.65,174.21,fault2
275.31,-283.27,234.41,fault2
380.97,-146.00,90.65,fault2
353.13,48.69,128.52,fault2
293.91,-40.70,209.10,fault2
328.30,-63.67,162.30,fault2
427.20,-330.93,27.75,fault2
420.90,55.60,36.33,fault2
259.32,-160.53,256.16,fault2
255.48,-86.10,261.39,fault2
236.05,5.81,287.82,fault2
270.88,-218.45,240.42,fault2
310.99,-195.60,185.87,fault2
371.64,-258.87,103.35,fault2
344.19,91.08,140.69,fault2
271.01,-101.61,240.26,fault2
303.91,-222.56,195.49,fault2
274.99,91.00,234.84,fault2
265.92,-325.76,247.17,fault2
275.13,-147.04,234.65,fault2
240.29,16.98,282.04,fault2
346.73,-29.92,137.24,fault2
311.42,-247.96,185.28,fault2
236.03,-315.35,287.84,fault2
300.94,99.55,199.53,fault2
274.72,-10.36,235.20,fault2
255.44,-56.20,261.43,fault2
274.91,74.03,234.95,fault2
425.13,70.17,30.56,fault2
283.48,15.12,223.29,fault2
417.46,79.39,41.00,fault2
379.34,-8.56,92.87,fault2
283.63,-326.34,223.08,fault2
391.59,-233.96,76.20,fault2
274.03,-202.07,236.14,fault2
240.38,-9.35,281.92,fault2
327.32,-300.60,163.64,fault2
257.28,-351.00,258.94,fault2
396.19,-40.43,69.94,fault2
318.22,99.53,176.03,fault2
284.97,-257.37,221.26,fault2
389.59,-275.57,78.92,fault2
239.71,28.39,282.83,fault2
437.32,-100.65,13.99,fault2
405.37,-10.61,57.46,fault2
379.04,40.43,93.28,fault2
247.48,-2.00,272.26,fault2
302.78,-104.47,197.02,fault2
239.97,82.94,282.49,fault2
339.91,-200.44,146.52,fault2
300.59,-135.55,200.00,fault2
346.68,-134.49,137.31,fault2
310.35,-283.32,186.73,fault2
421.77,-262.26,35.14,fault2
244.70,-28.62,276.05,fault2
249.11,99.40,270.04,fault2
405.82,17.69,56.84,fault2
344.48,40.08,140.30,fault2
271.38,-71.22,239.75,fault2
284.28,-274.62,222.20,fault2
345.95,-12.61,138.29,fault2
411.68,30.19,48.87,fault2
244.74,-205.04,275.99,fault2
240.15,-213.13,282.24,fault2
370.68,65.78,104.65,fault2
442.45,-55.96,7.00,fault2
239.65,-345.99,282.92,fault2
336.67,-135.83,150.93,fault2
374.94,-36.74,98.85,fault2
424.02,100.92,32.07,fault2
407.65,69.26,54.36,fault2
350.19,-117.43,132.53,fault2
405.55,-360.76,57.22,fault2
260.07,-220.71,255.14,fault2
352.78,99.55,129.00,fault2
327.60,-10.88,163.25,fault2
354.48,-257.07,126.69,fault2
247.36,-322.55,272.43,fault2
236.05,4.63,287.82,fault2
288.26,-222.86,216.79,fault2
256.98,22.25,259.34,fault2
319.70,-256.42,174.01,fault2
318.35,14.47,175.85,fault2
337.03,-256.22,150.44,fault2
254.37,-205.01,262.89,fault2
239.80,-20.83,282.71,fault2
239.71,-244.40,282.84,fault2
344.67,-300.77,140.04,fault2
379.26,-352.13,92.98,fault2
389.18,-327.13,79.48,fault2
327.63,-283.09,163.22,fault2
344.21,-352.03,140.66,fault2
361.62,-352.07,116.98,fault2
255.20,-116.00,261.76,fault2
387.69,99.59,81.50,fault2
390.61,-54.77,77.53,fault2
236.03,-294.94,287.84,fault2
357.28,-204.11,122.88,fault2
388.20,15.23,80.81,fault2
406.40,-100.35,56.05,fault2
241.35,-355.01,280.61,fault2
291.18,-135.31,212.82,fault2
301.90,-274.70,198.23,fault2
421.68,-234.30,35.26,fault2
237.00,46.22,286.52,fault2
370.57,48.98,104.80,fault2
310.02,-300.67,187.18,fault2
405.48,100.66,57.31,fault2
395.83,-11.66,70.43,fault2
396.22,-160.98,69.90,fault2
338.36,-218.80,148.63,fault2
254.68,-234.66,262.47,fault2
353.60,14.19,127.89,fault2
236.03,-300.71,287.84,fault2
