X,Y,Z,formation
405.22,-116.14,44.02,ground3
265.08,-68.31,83.20,ground3
159.03,-241.89,59.43,ground3
547.64,-294.31,76.91,ground3
159.28,-57.16,59.45,ground3
297.11,-297.15,83.06,ground3
191.70,-273.08,91.97,ground3
476.11,51.87,59.33,ground3
354.55,33.05,85.09,ground3
394.55,-165.46,41.80,ground3
283.83,-118.37,83.13,ground3
564.42,-245.31,81.18,ground3
164.84,-276.96,55.91,ground3
-58.60,-191.77,92.21,ground3
151.45,-164.55,64.38,ground3
195.18,-91.80,91.14,ground3
222.42,-255.74,85.31,ground3
-60.00,9.41,91.38,ground3
341.99,-33.27,84.17,ground3
425.89,21.82,48.09,ground3
342.94,56.82,84.21,ground3
159.07,-236.51,59.51,ground3
500.52,-92.73,65.19,ground3
158.44,-87.51,59.75,ground3
73.63,-287.81,117.54,ground3
405.17,-98.89,44.08,ground3
345.66,3.61,84.71,ground3
394.59,-159.42,41.76,ground3
191.08,45.99,91.76,ground3
561.86,-91.74,80.54,ground3
546.37,-67.11,76.59,ground3
394.16,-43.47,41.73,ground3
44.93,-290.49,128.00,ground3
158.69,-143.23,59.64,ground3
394.18,-265.42,41.81,ground3
-7.43,-152.39,121.34,ground3
394.54,-185.52,41.81,ground3
24.43,-49.81,128.22,ground3
159.32,-23.71,59.53,ground3
87.99,66.46,109.51,ground3
104.77,52.44,98.57,ground3
131.98,-166.55,78.37,ground3
-58.68,-39.72,92.17,ground3
405.75,-288.35,43.92,ground3
452.81,6.05,53.99,ground3
191.01,48.92,91.63,ground3
354.64,24.90,84.96,ground3
272.29,-253.35,83.14,ground3
188.52,-44.86,92.19,ground3
345.91,-138.46,84.94,ground3
189.66,-184.68,91.91,ground3
19.75,-306.48,128.53,ground3
345.72,-109.05,85.19,ground3
120.86,-193.61,86.76,ground3
323.20,-282.17,83.46,ground3
86.01,-116.09,110.20,ground3
59.99,-22.68,122.76,ground3
-58.83,-89.30,92.08,ground3
158.67,-151.81,59.60,ground3
354.61,27.89,85.01,ground3
565.73,52.60,81.51,ground3
-49.83,69.79,98.58,ground3
345.69,-23.30,84.68,ground3
-49.15,-301.29,98.99,ground3
456.45,-238.96,54.82,ground3
504.19,-196.11,66.07,ground3
394.57,-193.82,41.77,ground3
29.30,35.50,129.46,ground3
-20.02,18.26,116.02,ground3
188.56,-35.46,92.28,ground3
123.35,-243.34,84.87,ground3
403.52,-227.16,43.73,ground3
82.90,-16.89,112.05,ground3
158.12,4.90,60.05,ground3
297.94,-237.48,83.13,ground3
73.23,55.00,117.73,ground3
191.09,30.72,91.78,ground3
86.13,-165.32,110.07,ground3
121.88,11.06,85.99,ground3
191.69,-273.56,91.95,ground3
403.58,-236.57,43.65,ground3
164.92,-273.67,56.07,ground3
394.07,-50.56,41.84,ground3
-2.27,30.34,123.75,ground3
159.24,-19.83,59.35,ground3
394.18,-59.07,41.69,ground3
345.64,-124.82,85.29,ground3
164.77,-264.22,55.77,ground3
154.15,60.89,62.59,ground3
188.56,-41.69,92.26,ground3
-61.87,54.38,90.28,ground3
405.58,56.88,43.90,ground3
-45.40,-166.52,101.09,ground3
88.18,-298.57,109.40,ground3
195.13,-78.81,91.03,ground3
55.57,-252.89,124.80,ground3
402.56,-301.90,43.44,ground3
191.22,40.12,92.04,ground3
248.52,-126.21,83.67,ground3
157.93,74.17,60.38,ground3
402.67,4.66,43.47,ground3
158.73,-124.64,59.72,ground3
526.25,30.52,71.52,ground3
191.10,45.21,91.80,ground3
478.95,-255.62,60.00,ground3
394.27,-257.67,41.70,ground3
157.91,-305.90,60.37,ground3
426.25,-197.02,48.13,ground3
105.30,-284.65,98.20,ground3
44.72,35.10,128.08,ground3
271.82,-282.78,83.13,ground3
149.39,-13.98,65.90,ground3
195.23,-84.20,91.22,ground3
502.35,-142.68,65.62,ground3
221.21,51.78,85.48,ground3
562.78,-192.01,80.77,ground3
322.57,50.35,83.44,ground3
199.17,-220.13,90.23,ground3
118.73,-91.37,88.30,ground3
191.72,-272.35,92.01,ground3
470.30,-41.96,57.97,ground3
138.77,27.60,73.53,ground3
411.21,-156.35,45.10,ground3
-22.70,-108.83,114.46,ground3
321.19,-75.89,83.43,ground3
323.55,-251.94,83.52,ground3
394.28,-278.97,41.69,ground3
402.49,79.49,43.50,ground3
-50.59,-262.13,98.02,ground3
140.39,-260.46,72.30,ground3
394.48,-179.17,41.90,ground3
6.29,-293.54,126.66,ground3
189.71,-192.86,92.01,ground3
394.11,26.37,41.67,ground3
345.62,-118.09,85.32,ground3
159.52,-48.10,59.92,ground3
345.51,-12.02,84.91,ground3
191.19,35.97,91.99,ground3
394.17,-266.02,41.82,ground3
62.09,-163.83,121.60,ground3
60.20,-209.47,122.65,ground3
96.04,-39.25,103.94,ground3
548.95,68.94,77.24,ground3
342.29,-85.08,84.33,ground3
450.69,-21.45,53.52,ground3
105.54,22.61,97.91,ground3
344.11,-197.52,84.39,ground3
159.07,-230.80,59.52,ground3
-14.28,-245.66,118.51,ground3
518.72,-169.08,69.65,ground3
346.31,-212.11,84.83,ground3
394.48,-178.09,41.90,ground3
454.54,-70.33,54.36,ground3
516.42,-117.57,69.10,ground3
346.24,-217.83,84.92,ground3
394.18,-38.74,41.69,ground3
394.08,-51.47,41.82,ground3
29.30,58.14,129.46,ground3
158.72,-130.21,59.70,ground3
453.25,-118.92,54.08,ground3
216.59,-32.19,86.41,ground3
474.73,-285.03,59.00,ground3
97.12,-90.93,103.21,ground3
563.05,6.02,80.84,ground3
160.75,-174.09,58.29,ground3
128.77,-14.76,80.68,ground3
194.94,-68.77,90.66,ground3
354.90,-256.86,84.99,ground3
10.90,-246.83,126.34,ground3
83.37,-214.84,111.75,ground3
-61.19,-285.88,90.68,ground3
394.16,-267.66,41.84,ground3
354.63,47.35,84.98,ground3
346.24,-224.95,84.92,ground3
402.54,71.01,43.44,ground3
353.85,-72.13,85.15,ground3
426.00,-282.59,48.10,ground3
11.58,-74.26,126.54,ground3
189.71,-186.61,92.02,ground3
402.65,-16.80,43.49,ground3
-16.76,68.01,117.79,ground3
322.21,20.33,83.48,ground3
149.71,-68.89,65.59,ground3
15.15,-159.91,127.64,ground3
324.05,-154.70,83.57,ground3
191.12,44.24,91.85,ground3
189.66,-194.84,91.92,ground3
188.52,-47.40,92.19,ground3
158.71,-135.11,59.68,ground3
154.39,18.51,62.35,ground3
47.98,-228.10,126.72,ground3
189.72,-192.22,92.04,ground3
246.91,-240.09,83.49,ground3
-13.04,-30.03,119.09,ground3
191.67,-274.38,91.91,ground3
202.72,-250.19,88.56,ground3
164.94,-272.06,56.11,ground3
467.85,-94.09,57.44,ground3
547.00,-116.96,76.75,ground3
49.81,-92.45,125.71,ground3
24.49,-95.32,128.24,ground3
191.53,-280.22,91.63,ground3
425.77,50.68,48.05,ground3
16.29,19.69,127.73,ground3
-56.80,-140.78,93.28,ground3
268.20,-38.44,83.22,ground3
-1.05,56.95,124.19,ground3
155.69,-253.31,61.42,ground3
394.01,35.48,41.81,ground3
106.33,-254.47,97.36,ground3
407.69,-137.38,44.57,ground3
61.95,-68.18,121.68,ground3
405.70,16.79,43.93,ground3
199.02,-24.66,89.60,ground3
88.15,10.68,109.14,ground3
197.96,-144.32,91.10,ground3
191.64,-275.50,91.86,ground3
164.19,21.67,55.73,ground3
158.49,-100.60,59.85,ground3
27.51,-139.38,129.16,ground3
198.77,72.63,90.20,ground3
-51.87,31.24,97.26,ground3
195.14,-99.49,91.06,ground3
12.00,-202.04,126.67,ground3
164.70,-282.90,55.63,ground3
195.71,-60.91,90.01,ground3
198.55,-6.39,90.84,ground3
24.98,-181.92,128.39,ground3
129.38,-116.49,80.25,ground3
423.84,-34.34,47.63,ground3
195.18,-102.21,91.13,ground3
430.37,-169.45,49.04,ground3
355.38,-174.18,85.17,ground3
49.56,-185.47,125.85,ground3
271.89,-194.08,83.16,ground3
324.36,-190.07,83.58,ground3
551.78,27.63,77.95,ground3
394.02,37.16,41.80,ground3
243.31,-154.54,83.74,ground3
220.72,23.74,85.58,ground3
564.42,-277.97,81.18,ground3
220.00,-199.92,85.82,ground3
160.94,-203.90,58.67,ground3
354.03,-41.90,84.90,ground3
228.91,-108.21,84.63,ground3
426.40,-64.25,48.17,ground3
550.20,-223.32,77.56,ground3
475.62,-192.46,59.21,ground3
394.00,36.01,41.82,ground3
394.03,33.56,41.78,ground3
119.35,-141.23,87.84,ground3
88.74,-242.62,108.77,ground3
191.10,25.39,91.82,ground3
200.89,-206.47,88.93,ground3
498.70,-40.48,64.75,ground3
345.99,70.10,84.71,ground3
160.89,-178.88,58.56,ground3
345.88,-97.75,84.98,ground3
188.55,-43.44,92.26,ground3
18.09,-282.79,127.94,ground3
345.60,-17.49,84.80,ground3
199.37,-169.38,89.19,ground3
394.49,-180.19,41.89,ground3
547.92,-168.22,76.98,ground3
403.56,-215.91,43.69,ground3
164.39,31.33,56.12,ground3
515.51,-16.08,68.89,ground3
191.69,-268.18,91.94,ground3
198.28,-16.88,90.30,ground3
-45.63,-114.08,100.96,ground3
298.18,-206.86,83.13,ground3
159.66,-42.60,60.20,ground3
-12.38,-198.00,119.31,ground3
-48.68,-14.27,99.15,ground3
515.61,-67.48,68.90,ground3
295.24,-25.21,83.12,ground3
191.24,39.11,92.08,ground3
271.06,50.83,83.15,ground3
345.81,-101.98,85.07,ground3
477.66,21.47,59.71,ground3
394.09,28.52,41.70,ground3
154.54,-292.84,62.30,ground3
62.34,-116.06,121.46,ground3
-28.27,-264.61,111.33,ground3
158.14,-1.04,60.09,ground3
199.34,-232.13,90.57,ground3
407.72,-141.74,44.53,ground3
346.02,-300.90,84.70,ground3
394.05,31.85,41.75,ground3
547.55,-18.35,76.89,ground3
96.77,-192.34,103.42,ground3
189.61,-196.82,91.82,ground3
121.17,-298.08,86.60,ground3
345.77,-131.49,85.12,ground3
197.95,-146.73,91.07,ground3
-34.65,34.67,108.45,ground3
55.83,68.54,124.67,ground3
394.23,-274.32,41.75,ground3
394.17,-268.95,41.83,ground3
355.35,-164.81,85.21,ground3
421.86,-122.81,47.34,ground3
562.14,-141.21,80.61,ground3
451.14,65.31,53.58,ground3
408.31,-74.04,44.52,ground3
188.51,-39.69,92.17,ground3
47.84,-4.22,126.80,ground3
118.68,-37.98,88.30,ground3
-25.91,-8.84,112.60,ground3
24.36,-224.23,128.20,ground3
202.33,-291.32,88.55,ground3
164.99,-112.95,47.59,fault1
180.28,-131.09,77.99,fault1
373.04,12.21,461.19,fault1
271.68,-217.12,259.68,fault1
300.44,-101.36,316.86,fault1
134.93,-233.20,-12.17,fault1
188.38,-250.81,94.10,fault1
129.24,-252.37,-23.48,fault1
281.19,-252.10,278.60,fault1
233.75,-11.51,184.29,fault1
362.33,-113.24,439.92,fault1
211.18,-156.53,139.42,fault1
377.68,-13.10,470.43,fault1
272.14,36.54,260.61,fault1
186.82,3.42,91.00,fault1
262.79,0.69,242.02,fault1
372.27,-193.55,459.67,fault1
290.51,-263.68,297.13,fault1
362.08,-72.94,439.42,fault1
281.29,72.17,278.79,fault1
144.64,14.99,7.14,fault1
262.74,72.12,241.92,fault1
205.17,-140.52,127.48,fault1
309.23,-262.82,334.35,fault1
213.50,-33.78,144.04,fault1
244.45,-228.67,205.56,fault1
216.22,60.43,149.45,fault1
167.90,3.79,53.38,fault1
217.01,-215.11,151.00,fault1
197.67,60.64,112.57,fault1
341.70,-152.33,398.90,fault1
210.82,-119.47,138.71,fault1
372.62,-303.20,460.36,fault1
278.94,-158.80,274.13,fault1
330.90,-192.18,377.42,fault1
253.50,-288.20,223.56,fault1
328.18,-214.57,372.02,fault1
195.01,-106.23,107.27,fault1
345.75,-52.59,406.94,fault1
271.39,-194.04,259.12,fault1
217.86,-191.60,152.69,fault1
242.72,-48.32,202.11,fault1
309.09,-287.57,334.07,fault1
129.34,-173.53,-23.28,fault1
357.21,-133.16,429.73,fault1
201.35,-65.47,119.87,fault1
183.11,-61.35,83.61,fault1
318.64,-250.72,353.05,fault1
232.96,-35.91,182.72,fault1
169.21,-228.48,55.98,fault1
181.26,-172.78,79.94,fault1
178.74,37.52,74.93,fault1
323.93,-60.75,363.57,fault1
226.16,-227.94,169.19,fault1
332.10,-111.82,379.81,fault1
305.22,-64.70,326.36,fault1
244.26,-300.09,205.19,fault1
207.11,72.28,131.32,fault1
244.18,72.08,205.02,fault1
160.88,-288.91,39.42,fault1
257.65,-124.60,231.79,fault1
144.99,-31.80,7.83,fault1
206.03,-102.51,129.18,fault1
281.24,-300.01,278.69,fault1
198.63,-187.16,114.47,fault1
301.20,2.49,318.37,fault1
309.42,-212.12,334.72,fault1
336.87,-299.84,389.30,fault1
144.72,-113.37,7.30,fault1
184.15,-41.08,85.68,fault1
331.45,-151.10,378.52,fault1
329.13,-6.76,373.90,fault1
319.48,26.28,354.72,fault1
318.39,72.38,352.55,fault1
150.25,-52.95,18.29,fault1
357.64,36.28,430.59,fault1
145.00,-72.98,7.84,fault1
295.64,-118.52,307.32,fault1
280.98,-228.47,278.19,fault1
373.64,-269.97,462.39,fault1
290.52,-287.82,297.15,fault1
309.72,37.47,335.31,fault1
279.88,-182.03,275.99,fault1
262.74,-300.12,241.92,fault1
262.63,-228.99,241.71,fault1
144.85,59.92,7.55,fault1
289.29,-192.25,294.69,fault1
346.60,-12.38,408.63,fault1
179.28,-287.64,76.01,fault1
197.77,-262.80,112.75,fault1
134.38,-303.18,-13.27,fault1
150.44,-9.83,18.66,fault1
197.91,-287.55,113.04,fault1
253.12,-11.54,222.79,fault1
273.07,-35.59,262.45,fault1
299.83,72.27,315.66,fault1
354.48,74.20,424.29,fault1
145.44,-194.06,8.72,fault1
176.02,-192.26,69.52,fault1
262.70,-252.60,241.85,fault1
225.87,-251.83,168.62,fault1
166.24,-72.66,50.08,fault1
362.10,-31.90,439.44,fault1
291.89,-9.91,299.86,fault1
134.45,-113.65,-13.12,fault1
250.44,-109.85,217.46,fault1
377.70,-54.01,470.46,fault1
228.35,-156.98,173.56,fault1
253.50,-264.45,223.56,fault1
378.25,56.52,471.56,fault1
224.46,0.92,165.81,fault1
355.64,-214.99,426.60,fault1
319.03,-224.45,353.82,fault1
152.52,74.20,22.81,fault1
322.84,-40.63,361.40,fault1
347.02,-132.67,409.47,fault1
195.86,-8.55,108.96,fault1
188.71,-299.77,94.75,fault1
244.94,-181.01,206.53,fault1
263.28,-48.10,242.99,fault1
175.41,-75.07,68.30,fault1
271.99,-288.12,260.31,fault1
128.75,30.12,-24.46,fault1
134.91,69.72,-12.21,fault1
190.61,-127.22,98.53,fault1
187.92,-224.54,93.18,fault1
262.77,24.52,241.97,fault1
337.81,-228.29,391.16,fault1
146.40,-234.89,10.63,fault1
161.77,62.32,41.18,fault1
275.20,-86.90,266.69,fault1
170.13,-299.87,57.81,fault1
283.59,-46.82,283.36,fault1
174.97,-112.29,67.43,fault1
215.85,36.87,148.69,fault1
245.63,-156.30,207.90,fault1
129.79,-213.63,-22.39,fault1
281.66,24.89,279.53,fault1
230.22,-86.00,177.28,fault1
133.97,12.22,-14.07,fault1
290.92,36.91,297.95,fault1
372.53,-73.52,460.18,fault1
134.51,-73.53,-13.00,fault1
328.27,37.58,372.19,fault1
129.32,-13.10,-23.31,fault1
311.87,-105.44,339.58,fault1
165.40,-191.26,48.41,fault1
372.09,69.72,459.31,fault1
253.42,60.20,223.40,fault1
214.64,-10.18,146.29,fault1
133.36,-269.95,-15.30,fault1
357.03,-173.33,429.38,fault1
309.26,60.65,334.41,fault1
339.14,3.89,393.80,fault1
296.61,-80.29,309.25,fault1
179.37,60.48,76.17,fault1
276.47,-111.74,269.21,fault1
220.60,-146.66,158.15,fault1
272.49,-11.03,261.31,fault1
160.11,38.69,37.90,fault1
160.03,-132.96,37.72,fault1
340.95,-33.92,397.39,fault1
308.32,-187.20,332.54,fault1
378.78,-290.00,472.61,fault1
227.49,-180.53,171.85,fault1
337.94,-250.76,391.43,fault1
235.98,-192.57,188.73,fault1
361.90,-193.62,439.05,fault1
216.49,-287.74,149.97,fault1
357.04,-92.98,429.38,fault1
207.33,-226.29,131.77,fault1
262.35,-182.16,241.14,fault1
378.25,30.12,471.56,fault1
188.98,-92.64,95.28,fault1
330.66,-29.02,376.94,fault1
160.37,-172.98,38.40,fault1
301.70,-140.11,319.37,fault1
244.33,-252.44,205.32,fault1
166.21,-34.02,50.01,fault1
151.82,-301.04,21.41,fault1
341.61,-191.16,398.72,fault1
377.70,-173.43,470.46,fault1
142.59,-272.19,3.07,fault1
272.05,60.29,260.42,fault1
203.26,-43.48,123.67,fault1
169.09,-250.96,55.74,fault1
357.08,-256.20,429.46,fault1
299.76,-299.81,315.51,fault1
234.81,60.23,186.40,fault1
253.56,-193.32,223.66,fault1
317.96,-91.84,351.71,fault1
165.32,-152.60,48.24,fault1
207.13,-250.80,131.36,fault1
325.71,-172.61,367.10,fault1
175.59,-151.40,68.66,fault1
297.77,-178.21,311.56,fault1
207.24,-299.78,131.59,fault1
356.87,-53.02,429.04,fault1
188.61,72.36,94.55,fault1
191.70,-72.96,100.69,fault1
225.77,-299.96,168.43,fault1
286.29,-123.66,288.74,fault1
331.78,-74.58,379.17,fault1
150.05,-173.55,17.90,fault1
220.18,-123.74,157.31,fault1
326.77,-130.62,369.21,fault1
346.89,38.69,409.21,fault1
160.13,-93.08,37.92,fault1
356.63,-9.93,428.57,fault1
252.54,-86.34,221.63,fault1
290.65,60.43,297.41,fault1
160.03,-264.21,37.72,fault1
206.26,25.50,129.63,fault1
149.95,-256.31,17.68,fault1
237.54,-144.31,191.81,fault1
179.10,-263.43,75.64,fault1
220.59,-72.75,158.12,fault1
262.35,-160.81,241.14,fault1
243.59,0.32,203.85,fault1
235.02,-288.05,186.82,fault1
327.63,60.50,370.92,fault1
360.87,-234.49,437.00,fault1
268.01,-126.14,252.40,fault1
299.69,-226.49,315.38,fault1
222.53,-47.09,161.99,fault1
176.45,-29.31,70.38,fault1
134.55,-32.30,-12.93,fault1
191.32,-169.80,99.94,fault1
168.03,25.53,53.64,fault1
347.00,-264.07,409.43,fault1
170.31,72.12,58.17,fault1
295.74,-156.61,307.52,fault1
197.51,-212.02,112.24,fault1
342.10,-112.63,399.68,fault1
290.11,-215.61,296.33,fault1
177.92,-6.97,73.30,fault1
161.31,-213.19,40.27,fault1
299.89,-250.94,315.77,fault1
243.85,24.38,204.36,fault1
327.93,-263.30,371.52,fault1
129.32,-54.00,-23.32,fault1
311.05,-8.29,337.97,fault1
129.26,-133.72,-23.44,fault1
209.65,-81.42,136.37,fault1
195.99,-144.55,109.21,fault1
149.84,-133.35,17.48,fault1
129.29,-93.93,-23.38,fault1
271.95,-264.35,260.24,fault1
372.58,-113.58,460.28,fault1
346.99,-92.87,409.41,fault1
254.25,-147.25,225.03,fault1
312.18,-30.28,340.21,fault1
216.52,-263.51,150.03,fault1
292.91,-33.33,301.89,fault1
253.56,-217.07,223.66,fault1
377.47,-213.31,470.01,fault1
178.76,-214.69,74.97,fault1
355.19,-301.02,425.72,fault1
286.32,-147.41,288.79,fault1
225.65,72.15,168.18,fault1
363.40,-292.21,442.03,fault1
209.30,-177.93,135.68,fault1
241.92,-72.74,200.54,fault1
234.55,36.38,185.88,fault1
372.55,-153.51,460.23,fault1
150.05,-93.10,17.88,fault1
270.46,-149.46,257.26,fault1
149.36,36.28,16.51,fault1
187.51,26.17,92.36,fault1
134.51,-153.65,-13.01,fault1
362.37,14.98,439.98,fault1
315.14,-72.16,346.10,fault1
179.27,-94.83,75.98,fault1
320.18,3.61,356.11,fault1
327.86,-94.24,371.37,fault1
194.65,-30.71,106.56,fault1
372.33,-232.88,459.79,fault1
161.42,-52.65,40.49,fault1
318.29,-299.75,352.36,fault1
385.02,-214.40,49.24,fault2
287.74,-144.53,178.17,fault2
246.04,-159.49,212.44,fault2
171.68,-132.81,310.99,fault2
334.97,-97.84,115.58,fault2
216.53,73.14,251.55,fault2
207.97,-170.87,262.89,fault2
78.87,-296.83,433.99,fault2
161.38,-16.17,324.64,fault2
438.56,49.91,-21.72,fault2
257.07,-83.08,218.82,fault2
246.20,25.34,212.23,fault2
378.16,-171.80,58.33,fault2
355.31,-276.39,88.61,fault2
442.29,-145.26,-26.66,fault2
256.57,-264.74,219.49,fault2
242.13,-247.34,217.62,fault2
377.72,-114.81,58.92,fault2
345.93,73.07,101.05,fault2
246.21,-24.01,212.21,fault2
142.52,-303.12,349.63,fault2
225.75,11.14,239.32,fault2
225.76,-241.31,239.31,fault2
101.89,-69.20,403.48,fault2
442.63,-266.50,-27.11,fault2
64.86,6.54,452.56,fault2
256.57,-244.18,219.49,fault2
246.21,-16.69,212.21,fault2
246.04,-158.10,212.44,fault2
290.43,-267.68,174.60,fault2
318.14,-240.79,137.88,fault2
234.87,-86.68,227.24,fault2
179.65,-196.07,300.42,fault2
133.47,-159.25,361.62,fault2
123.62,17.16,374.69,fault2
189.11,-187.60,287.89,fault2
225.57,-41.91,239.56,fault2
257.99,-91.47,217.60,fault2
308.94,-267.59,150.07,fault2
262.74,-294.32,211.31,fault2
266.71,-110.38,206.04,fault2
243.11,-276.37,216.32,fault2
325.86,-158.90,127.65,fault2
284.22,-93.38,182.83,fault2
179.55,-15.70,300.56,fault2
133.16,-294.24,362.04,fault2
345.76,-35.24,101.28,fault2
117.27,-171.90,383.10,fault2
419.97,73.69,2.92,fault2
310.40,-84.61,148.14,fault2
262.80,11.18,211.22,fault2
436.81,-8.51,-19.39,fault2
113.18,-187.83,388.52,fault2
306.15,-143.71,153.77,fault2
242.15,40.49,217.59,fault2
70.40,-221.47,445.22,fault2
256.04,-164.16,220.18,fault2
242.14,-37.82,217.61,fault2
188.06,-59.31,289.28,fault2
96.69,-53.90,410.37,fault2
242.13,-270.60,217.61,fault2
133.00,-276.52,362.25,fault2
239.02,-120.48,221.74,fault2
246.20,24.30,212.23,fault2
189.43,-170.04,287.47,fault2
84.93,-269.81,425.97,fault2
97.53,-237.55,409.26,fault2
246.19,-255.13,212.24,fault2
353.82,-104.42,90.59,fault2
374.18,-240.75,63.61,fault2
152.10,10.78,336.94,fault2
243.08,-102.23,216.35,fault2
394.56,-129.28,36.59,fault2
364.47,-303.10,76.48,fault2
256.66,-6.56,219.37,fault2
373.78,63.83,64.14,fault2
246.19,-309.23,212.23,fault2
246.15,-203.17,212.29,fault2
411.84,-275.93,13.69,fault2
64.75,-23.96,452.71,fault2
409.37,-237.39,16.97,fault2
405.25,-129.53,22.43,fault2
69.99,-130.07,445.76,fault2
112.39,-129.53,389.58,fault2
246.19,-312.00,212.23,fault2
70.08,-39.04,445.65,fault2
207.26,11.14,263.84,fault2
426.41,-129.92,-5.62,fault2
256.59,17.64,219.45,fault2
271.94,-267.76,199.10,fault2
333.41,-128.65,117.64,fault2
327.55,-33.99,125.40,fault2
388.78,-21.47,44.26,fault2
411.92,45.69,13.58,fault2
179.49,-33.20,300.64,fault2
224.48,-94.91,241.01,fault2
354.58,-165.09,89.58,fault2
117.67,-144.08,382.57,fault2
179.51,-213.98,300.62,fault2
259.37,-180.41,215.77,fault2
437.17,21.62,-19.88,fault2
281.33,11.21,186.67,fault2
142.19,-249.88,350.07,fault2
256.64,-23.96,219.39,fault2
256.64,-15.17,219.39,fault2
188.76,-276.48,288.36,fault2
272.41,-32.81,198.48,fault2
421.07,-144.94,1.46,fault2
353.42,-124.45,91.12,fault2
207.20,-6.55,263.92,fault2
425.82,23.01,-4.83,fault2
246.04,-158.10,212.44,fault2
117.65,-84.83,382.60,fault2
300.60,-58.92,161.12,fault2
436.58,-221.43,-19.09,fault2
127.87,-21.05,369.06,fault2
69.83,21.65,445.97,fault2
179.57,37.60,300.53,fault2
271.68,-214.81,199.45,fault2
292.78,-84.80,171.49,fault2
188.80,46.51,288.30,fault2
206.37,-59.29,265.01,fault2
129.24,-53.80,367.24,fault2
214.70,-85.23,253.97,fault2
402.75,-266.55,25.74,fault2
437.29,-305.13,-20.03,fault2
259.66,-285.45,215.39,fault2
131.44,-188.11,364.33,fault2
87.05,73.70,423.16,fault2
64.78,-175.63,452.67,fault2
425.57,-221.60,-4.51,fault2
113.52,-224.50,388.08,fault2
84.90,39.72,426.00,fault2
86.05,-54.03,424.48,fault2
404.79,-38.61,23.03,fault2
152.60,-64.89,336.28,fault2
81.20,23.07,430.90,fault2
256.47,-214.85,219.61,fault2
290.48,73.14,174.54,fault2
422.13,39.66,0.05,fault2
160.81,-195.21,325.40,fault2
308.90,-249.80,150.13,fault2
127.41,-85.14,369.66,fault2
235.01,20.00,227.05,fault2
243.10,-132.66,216.33,fault2
243.11,5.72,216.32,fault2
112.27,-158.84,389.73,fault2
318.03,-222.91,138.03,fault2
257.07,-65.00,218.82,fault2
68.52,49.83,447.71,fault2
257.17,-61.79,218.68,fault2
256.57,-252.88,219.49,fault2
86.30,-175.52,424.15,fault2
256.59,35.35,219.45,fault2
170.15,-240.76,313.01,fault2
257.07,-71.75,218.82,fault2
309.13,-15.51,149.82,fault2
242.15,17.25,217.60,fault2
101.71,-159.38,403.72,fault2
364.45,72.95,76.51,fault2
202.76,-110.46,269.80,fault2
410.36,-53.96,15.65,fault2
344.40,-156.29,103.07,fault2
246.20,25.52,212.23,fault2
170.31,64.21,312.81,fault2
64.69,-114.96,452.79,fault2
95.12,-275.97,412.46,fault2
362.84,-154.45,78.64,fault2
246.04,-156.31,212.44,fault2
379.28,-143.78,56.85,fault2
314.75,-134.19,142.37,fault2
272.19,-15.27,198.78,fault2
318.21,-276.43,137.79,fault2
104.65,18.93,399.83,fault2
355.44,-240.69,88.45,fault2
271.90,-250.08,199.16,fault2
225.76,-276.62,239.31,fault2
428.23,66.92,-8.03,fault2
362.75,-134.62,78.75,fault2
354.64,-7.57,89.50,fault2
133.70,-100.80,361.33,fault2
86.76,-206.27,423.54,fault2
243.08,-106.83,216.35,fault2
77.68,-281.63,435.57,fault2
243.08,-113.05,216.35,fault2
285.41,-110.44,181.26,fault2
327.45,-303.10,125.54,fault2
123.38,-250.07,375.00,fault2
170.23,-276.43,312.92,fault2
422.05,-269.78,0.16,fault2
262.34,-189.10,211.83,fault2
253.52,5.46,223.53,fault2
198.01,-267.66,276.09,fault2
269.52,-144.71,202.32,fault2
401.61,72.82,27.26,fault2
225.85,-188.85,239.19,fault2
144.42,-75.60,347.11,fault2
296.32,-135.68,166.80,fault2
160.73,-213.67,325.50,fault2
405.29,-99.64,22.38,fault2
198.12,-214.50,275.95,fault2
409.97,6.97,16.17,fault2
392.45,63.69,39.39,fault2
188.77,-6.62,288.34,fault2
104.24,35.84,400.37,fault2
318.46,-42.29,137.45,fault2
242.09,-217.97,217.67,fault2
373.64,-70.07,64.32,fault2
246.19,79.22,212.23,fault2
262.85,-6.50,211.15,fault2
105.37,-302.97,398.87,fault2
256.57,-273.56,219.49,fault2
235.01,73.14,227.05,fault2
410.07,-23.40,16.04,fault2
253.52,2.37,223.53,fault2
393.33,-224.15,38.22,fault2
103.21,-220.98,401.74,fault2
419.95,-303.70,2.94,fault2
151.51,-240.86,337.72,fault2
336.57,10.61,113.45,fault2
112.56,-7.50,389.34,fault2
299.49,-223.28,162.60,fault2
86.92,8.20,423.33,fault2
243.10,-130.66,216.33,fault2
318.21,46.45,137.79,fault2
243.11,55.42,216.32,fault2
124.00,72.89,374.18,fault2
151.66,-276.46,337.53,fault2
254.42,-101.35,222.33,fault2
151.08,-185.12,338.29,fault2
303.39,-110.13,157.43,fault2
101.72,-129.66,403.71,fault2
133.21,63.86,361.98,fault2
243.11,2.27,216.32,fault2
243.10,-235.22,216.33,fault2
346.03,-213.53,100.91,fault2
256.04,-167.12,220.18,fault2
206.87,-41.82,264.36,fault2
243.11,11.78,216.32,fault2
246.31,-74.10,212.08,fault2
271.98,-303.15,199.06,fault2
